channel,evidence_recall,precision,mrr,complete_recovery,top_score,score_gap,score_mean,top1_correct,referential_confidence,selected_chunk_ids,selected_chunks,candidate_chunks,source_tokens,index_bytes,scored_candidates,token_index_queries,model,dataset,example_id,chunk_tokens,routing_layer,routing_layer_offset,chunk_budget,branch_top_k,beam_size
approximate,1.0,0.375,0.5,1,1.0,1.0,-0.2291259765625,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=128:144|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=160:176|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=16:32|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=208:224|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=240:256|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=272:288|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=320:336,8,48,768,208400,240,5,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,8,4,4
hybrid,0.0,0.0,0.0,0,0.79052734375,0.330322265625,0.3438517252604167,0,0.895263671875,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=512:528|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=640:656|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=448:464|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=528:544|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=656:672|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=432:448,8,48,768,208400,240,5,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,8,4,4
ngram,1.0,0.5,0.5,1,-0.7392578125,0.2607421875,-0.99456787109375,0,0.13037109375,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=0:16|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=112:128|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=128:144|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=192:208|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=320:336|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=304:320|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=736:752,8,48,768,208400,240,5,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,8,4,4
edit,1.0,0.375,0.5,1,1.0,1.0,-0.2708333333333333,0,1.0,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=496:512|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=128:144|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=160:176|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=16:32|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=208:224|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=240:256|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=272:288|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=320:336,8,48,768,208400,240,5,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,8,4,4
embedding,1.0,0.125,1.0,1,0.7119140625,0.0009765625,0.6178385416666666,1,0.85595703125,interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=16:32|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=672:688|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=720:736|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=432:448|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=208:224|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=464:480|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=688:704|interaction://qasper/1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de#chunk=608:624,8,48,768,208400,240,5,smollm2_135m,qasper,1705.05437:42084c41343e5a6ae58a22e5bfc5ce987b5173de,16,26,-4,8,4,4
semantic,1.0,0.5,0.5,1,0.80908203125,0.0029296875,0.7463785807291666,0,0.904541015625,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=512:528|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=16:32,2,48,768,206080,96,2,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,2,1,1
exact,1.0,1.0,1.0,1,1.0,0.0,-0.53125,1,1.0,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=128:144,2,48,768,206080,96,2,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,2,1,1
bm25,0.0,0.0,0.0,0,1.0,0.634521484375,-0.49175071716308594,0,1.0,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=496:512,2,48,768,206080,96,2,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,2,1,1
approximate,1.0,0.5,0.5,1,1.0,0.0,-0.13109334309895834,0,1.0,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=224:240|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16,2,48,768,206080,96,2,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,2,1,1
hybrid,0.0,0.0,0.0,0,0.8583984375,0.0126953125,0.41276295979817706,0,0.92919921875,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=400:416,2,48,768,206080,96,2,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,2,1,1
ngram,1.0,0.5,0.5,1,-0.85205078125,0.0,-0.990753173828125,0,0.073974609375,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=224:240|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=80:96,2,48,768,206080,96,2,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,2,1,1
edit,1.0,0.5,0.5,1,1.0,0.0,-0.16666666666666666,0,1.0,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=224:240|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16,2,48,768,206080,96,2,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,2,1,1
embedding,1.0,0.5,0.5,1,0.78271484375,0.0517578125,0.61328125,0,0.891357421875,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=80:96,2,48,768,206080,96,2,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,2,1,1
semantic,1.0,0.25,0.5,1,0.80908203125,0.0029296875,0.7463785807291666,0,0.904541015625,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=512:528|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=128:144|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=256:272|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=272:288,4,48,768,206080,144,3,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,4,2,2
exact,1.0,0.5,1.0,1,1.0,0.0,-0.53125,1,1.0,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=128:144|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=144:160|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=272:288,4,48,768,206080,144,3,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,4,2,2
bm25,1.0,0.5,0.3333333333333333,1,1.0,0.634521484375,-0.49175071716308594,0,1.0,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=224:240|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=80:96|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16,4,48,768,206080,144,3,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,4,2,2
approximate,1.0,0.25,0.3333333333333333,1,1.0,0.0,-0.13109334309895834,0,1.0,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=224:240|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=144:160,4,48,768,206080,144,3,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,4,2,2
hybrid,1.0,0.25,0.3333333333333333,1,0.8583984375,0.0126953125,0.41276295979817706,0,0.92919921875,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=224:240|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=80:96|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=208:224,4,48,768,206080,144,3,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,4,2,2
ngram,1.0,0.25,0.3333333333333333,1,-0.85205078125,0.0,-0.990753173828125,0,0.073974609375,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=224:240|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=80:96|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=208:224,4,48,768,206080,144,3,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,4,2,2
edit,1.0,0.25,0.3333333333333333,1,1.0,0.0,-0.16666666666666666,0,1.0,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=224:240|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=144:160,4,48,768,206080,144,3,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,4,2,2
embedding,1.0,0.25,0.3333333333333333,1,0.78271484375,0.0517578125,0.61328125,0,0.891357421875,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=656:672|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=80:96|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=224:240,4,48,768,206080,144,3,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,4,2,2
semantic,1.0,0.375,0.5,1,0.80908203125,0.0029296875,0.7463785807291666,0,0.904541015625,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=512:528|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=128:144|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=528:544|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=16:32|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=160:176|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=256:272|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=272:288|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16,8,48,768,206080,240,5,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,8,4,4
exact,1.0,0.375,1.0,1,1.0,0.0,-0.53125,1,1.0,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=128:144|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=160:176|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=16:32|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=144:160|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=272:288|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=384:400|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432,8,48,768,206080,240,5,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,8,4,4
bm25,1.0,0.25,0.3333333333333333,1,1.0,0.634521484375,-0.49175071716308594,0,1.0,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=224:240|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=80:96|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=656:672|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=208:224|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=144:160|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=496:512,8,48,768,206080,240,5,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,8,4,4
approximate,1.0,0.25,0.3333333333333333,1,1.0,0.0,-0.13109334309895834,0,1.0,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=224:240|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=80:96|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=144:160|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=208:224|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=240:256|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=384:400,8,48,768,206080,240,5,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,8,4,4
hybrid,1.0,0.375,0.3333333333333333,1,0.8583984375,0.0126953125,0.41276295979817706,0,0.92919921875,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=224:240|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=80:96|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=512:528|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=208:224|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=400:416|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=64:80|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16,8,48,768,206080,240,5,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,8,4,4
ngram,1.0,0.375,0.3333333333333333,1,-0.85205078125,0.0,-0.990753173828125,0,0.073974609375,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=224:240|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=80:96|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=144:160|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=240:256|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=96:112|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=208:224,8,48,768,206080,240,5,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,8,4,4
edit,1.0,0.25,0.3333333333333333,1,1.0,0.0,-0.16666666666666666,0,1.0,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=224:240|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=80:96|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=144:160|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=208:224|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=240:256|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=384:400,8,48,768,206080,240,5,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,8,4,4
embedding,1.0,0.375,0.2,1,0.78271484375,0.0517578125,0.61328125,0,0.891357421875,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=656:672|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=576:592|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=144:160|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=96:112|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=544:560|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=80:96,8,48,768,206080,240,5,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,29,-1,8,4,4
semantic,0.0,0.0,0.0,0,0.73828125,0.00537109375,0.679840087890625,0,0.869140625,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=528:544|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=400:416,2,48,768,206080,96,2,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,26,-4,2,1,1
exact,1.0,1.0,1.0,1,1.0,0.0,-0.53125,1,1.0,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=128:144,2,48,768,206080,96,2,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,26,-4,2,1,1
bm25,0.0,0.0,0.0,0,1.0,0.634521484375,-0.49175071716308594,0,1.0,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=496:512,2,48,768,206080,96,2,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,26,-4,2,1,1
approximate,1.0,0.5,0.5,1,1.0,0.0,-0.13109334309895834,0,1.0,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=224:240|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16,2,48,768,206080,96,2,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,26,-4,2,1,1
hybrid,0.0,0.0,0.0,0,0.81591796875,0.00244140625,0.3728179931640625,0,0.907958984375,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=400:416,2,48,768,206080,96,2,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,26,-4,2,1,1
ngram,1.0,0.5,0.5,1,-0.85205078125,0.0,-0.990753173828125,0,0.073974609375,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=224:240|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=80:96,2,48,768,206080,96,2,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,26,-4,2,1,1
edit,1.0,0.5,0.5,1,1.0,0.0,-0.16666666666666666,0,1.0,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=224:240|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16,2,48,768,206080,96,2,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,26,-4,2,1,1
embedding,1.0,0.5,0.5,1,0.78271484375,0.0517578125,0.61328125,0,0.891357421875,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=416:432|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=80:96,2,48,768,206080,96,2,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,26,-4,2,1,1
semantic,1.0,0.25,0.5,1,0.73828125,0.00537109375,0.679840087890625,0,0.869140625,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=528:544|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=128:144|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=256:272|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=272:288,4,48,768,206080,144,3,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,26,-4,4,2,2
exact,1.0,0.5,1.0,1,1.0,0.0,-0.53125,1,1.0,interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=0:16|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=128:144|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=144:160|interaction://qasper/1709.05036:50cb50657572e315fd452a89f3e0be465094b66f#chunk=272:288,4,48,768,206080,144,3,smollm2_135m,qasper,1709.05036:50cb50657572e315fd452a89f3e0be465094b66f,16,26,-4,4,2,2
